desa  ,longitude,latitude,luas_sawah_ha,kec,c,clat,clong
Srigonco,112.554235,-8.365613,201.0,Bantur,0,-8.077813741918447,155.9316129943443
Wonorejo,112.569296,-8.323844,156.0,Bantur,0,-8.077813741918447,155.9316129943443
Bantur,112.58051,-8.305421,401.0,Bantur,2,-8.076277541865924,60.962571606312025
Pringgodani,112.56623700000002,-8.28459,68.0,Bantur,2,-8.076277541865924,60.962571606312025
Rejosari,112.590048,-8.274994,46.0,Bantur,2,-8.076277541865924,60.962571606312025
Wonokerto,112.589942,-8.242328,85.0,Bantur,2,-8.076277541865924,60.962571606312025
Rejoyoso,112.578102,-8.222695,65.2,Bantur,2,-8.076277541865924,60.962571606312025
Karangsari,112.554521,-8.245128999999999,10.0,Bantur,2,-8.076277541865924,60.962571606312025
Tumpakrejo,112.589339,-8.340664,37.0,Gedangan,2,-8.076277541865924,60.962571606312025
Sindurejo,112.614636,-8.362082000000001,56.0,Gedangan,2,-8.076277541865924,60.962571606312025
Gajahrejo,112.626104,-8.386407,132.0,Gedangan,0,-8.077813741918447,155.9316129943443
Sidodadi,112.64945,-8.389147999999999,214.0,Gedangan,0,-8.077813741918447,155.9316129943443
Gedangan,112.638039,-8.288193,129.0,Gedangan,0,-8.077813741918447,155.9316129943443
Segaran,112.637759,-8.27031,38.0,Gedangan,2,-8.076277541865924,60.962571606312025
Sumberejo,112.61461,-8.249376,78.0,Gedangan,2,-8.076277541865924,60.962571606312025
Girimulyo,112.6141707,-8.3063208,77.0,Gedangan,2,-8.076277541865924,60.962571606312025
Sitiarjo,112.673694,-8.399382000000001,375.0,Sumbermanjingwetan,2,-8.076277541865924,60.962571606312025
Tambakrejo,112.697731,-8.406806,79.0,Sumbermanjingwetan,2,-8.076277541865924,60.962571606312025
Kedungbanteng,112.721427,-8.367117,52.0,Sumbermanjingwetan,2,-8.076277541865924,60.962571606312025
Tambakasri,112.744488,-8.36207,1.0,Sumbermanjingwetan,2,-8.076277541865924,60.962571606312025
Tegalrejo,112.744525,-8.312557,3.0,Sumbermanjingwetan,2,-8.076277541865924,60.962571606312025
Ringinkembar,112.721258,-8.307767,1.0,Sumbermanjingwetan,2,-8.076277541865924,60.962571606312025
Sumberagung,112.685217,-8.348941,33.0,Sumbermanjingwetan,2,-8.076277541865924,60.962571606312025
Harjokuncaran,112.697401,-8.298933,38.0,Sumbermanjingwetan,2,-8.076277541865924,60.962571606312025
Argotirto,112.676366,-8.312649,19.8,Sumbermanjingwetan,2,-8.076277541865924,60.962571606312025
Ringinsari,112.670545,-8.281147,35.0,Sumbermanjingwetan,2,-8.076277541865924,60.962571606312025
Druju,112.673314,-8.246877,21.0,Sumbermanjingwetan,2,-8.076277541865924,60.962571606312025
Sumbermanjing Wetan,112.693935,-8.248525,1.0,Sumbermanjingwetan,2,-8.076277541865924,60.962571606312025
Klepu,112.732932,-8.254042,21.0,Sumbermanjingwetan,2,-8.076277541865924,60.962571606312025
Sekarbanyu,112.753392,-8.265405,10.0,Sumbermanjingwetan,2,-8.076277541865924,60.962571606312025
Sidoasri,112.776254,-8.362294,315.0,Sumbermanjingwetan,1,-8.145971173121303,279.00798459819464
Kelurahan Dampit,112.755643,-8.207739,112.0,Dampit,0,-8.077813741918447,155.9316129943443
Sukodono,112.780902,-8.313872,1.0,Dampit,2,-8.076277541865924,60.962571606312025
Srimulyo,112.791247,-8.28961,1.0,Dampit,2,-8.076277541865924,60.962571606312025
Baturetno,112.795621,-8.269654,1.0,Dampit,2,-8.076277541865924,60.962571606312025
Bumirejo,112.780984,-8.240956,70.0,Dampit,2,-8.076277541865924,60.962571606312025
Sumbersuko,112.744483,-8.240369,20.0,Dampit,2,-8.076277541865924,60.962571606312025
Amadanom,112.784217,-8.207765,99.0,Dampit,2,-8.076277541865924,60.962571606312025
Pamotan,112.744877,-8.192084,357.0,Dampit,1,-8.145971173121303,279.00798459819464
Majangtengah,112.720577,-8.222103,164.0,Dampit,0,-8.077813741918447,155.9316129943443
Rembun,112.706273,-8.207549,138.0,Dampit,0,-8.077813741918447,155.9316129943443
Pojok,112.724234,-8.176661,147.0,Dampit,0,-8.077813741918447,155.9316129943443
Jambangan,112.744303,-8.159149000000001,192.0,Dampit,0,-8.077813741918447,155.9316129943443
Purwodadi,112.82168,-8.345433,54.0,Tirtoyudo,2,-8.076277541865924,60.962571606312025
Pujiharjo,112.887774,-8.376383,153.0,Tirtoyudo,0,-8.077813741918447,155.9316129943443
Sumbertangkil,112.864297,-8.295463,6.0,Tirtoyudo,2,-8.076277541865924,60.962571606312025
Kepatihan,112.828214,-8.279753,4.997,Tirtoyudo,2,-8.076277541865924,60.962571606312025
Jogomulyan,112.840405,-8.257859,7.5,Tirtoyudo,2,-8.076277541865924,60.962571606312025
Tirtoyudo,112.816817,-8.249450999999999,33.5,Tirtoyudo,2,-8.076277541865924,60.962571606312025
Gadungsari,112.801803,-8.223024,48.429,Tirtoyudo,2,-8.076277541865924,60.962571606312025
Tlogosari,112.83741100000002,-8.23126,9.0,Tirtoyudo,2,-8.076277541865924,60.962571606312025
Sukorejo,112.837156,-8.209582000000001,5.0,Tirtoyudo,2,-8.076277541865924,60.962571606312025
Ampelgading,112.831608,-8.193685,5.0,Tirtoyudo,2,-8.076277541865924,60.962571606312025
Tamankuncaran,112.80741299999998,-8.201196000000001,152.0,Tirtoyudo,0,-8.077813741918447,155.9316129943443
Wonoagung,112.795973,-8.182016,27.0,Tirtoyudo,2,-8.076277541865924,60.962571606312025
Tamansatrian,112.829187,-8.153746,2.0,Tirtoyudo,2,-8.076277541865924,60.962571606312025
Lebakharjo,112.903129,-8.299886,348.0,Ampelgading,1,-8.145971173121303,279.00798459819464
Wirotaman,112.86103,-8.264422999999999,7.0,Ampelgading,2,-8.076277541865924,60.962571606312025
Tamanasri,112.855392,-8.230250999999999,1.0,Ampelgading,2,-8.076277541865924,60.962571606312025
Sonowangi,112.876203,-8.257199,27.0,Ampelgading,2,-8.076277541865924,60.962571606312025
Tirtomarto,112.876591,-8.235261999999999,5.0,Ampelgading,2,-8.076277541865924,60.962571606312025
Purwoharjo,112.903026,-8.251717,20.0,Ampelgading,2,-8.076277541865924,60.962571606312025
Sidorenggo,112.908588,-8.219197,1.0,Ampelgading,2,-8.076277541865924,60.962571606312025
Tirtomoyo,112.89034,-8.221753999999999,1.0,Ampelgading,2,-8.076277541865924,60.962571606312025
Tawangagung,112.872968,-8.217388,1.0,Ampelgading,2,-8.076277541865924,60.962571606312025
Simojayan,112.855246,-8.203203,1.0,Ampelgading,2,-8.076277541865924,60.962571606312025
Argoyuwono,112.90004,-8.191165,1.0,Ampelgading,2,-8.076277541865924,60.962571606312025
Mulyosari,112.873102,-8.183527999999999,1.0,Ampelgading,2,-8.076277541865924,60.962571606312025
Tamansari,112.887921,-8.132899,1.0,Ampelgading,2,-8.076277541865924,60.962571606312025
